Subject D0063: loading epochs...
Reading /cwork/rl330/BIDS-1.1_GlobalLocal/BIDS/derivatives/freqFilt/figs/D0063/D0063_stimulus_s_(-0.5, 0.0)_ev1-epo.fif ...
    Found the data of interest:
   Processing epoch 32 / 182 ...
   Processing epoch 33 / 182 ...
   Processing epoch 34 / 182 ...
   Processing epoch 35 / 182 ...
   Processing epoch 36 / 182 ...
   Processing epoch 37 / 182 ...
   Processing epoch 38 / 182 ...
   Processing epoch 39 / 182 ...
   Processing epoch 40 / 182 ...
   Processing epoch 41 / 182 ...
   Processing epoch 42 / 182 ...
   Processing epoch 43 / 182 ...
   Processing epoch 44 / 182 ...
   Processing epoch 45 / 182 ...
   Processing epoch 46 / 182 ...
   Processing epoch 47 / 182 ...
   Processing epoch 48 / 182 ...
   Processing epoch 49 / 182 ...
   Processing epoch 50 / 182 ...
   Processing epoch 51 / 182 ...
   Processing epoch 52 / 182 ...
   Processing epoch 53 / 182 ...
   Processing epoch 54 / 182 ...
   Processing epoch 55 / 182 ...
   Processing epoch 56 / 182 ...
   Processing epoch 57 / 182 ...
   Processing epoch 58 / 182 ...
   Processing epoch 59 / 182 ...
   Processing epoch 60 / 182 ...
   Processing epoch 61 / 182 ...
   Processing epoch 62 / 182 ...
   Processing epoch 63 / 182 ...
   Processing epoch 64 / 182 ...
   Processing epoch 65 / 182 ...
   Processing epoch 66 / 182 ...
   Processing epoch 67 / 182 ...
   Processing epoch 68 / 182 ...
   Processing epoch 69 / 182 ...
   Processing epoch 70 / 182 ...
   Processing epoch 71 / 182 ...
   Processing epoch 72 / 182 ...
   Processing epoch 73 / 182 ...
   Processing epoch 74 / 182 ...
   Processing epoch 75 / 182 ...
   Processing epoch 76 / 182 ...
   Processing epoch 77 / 182 ...
   Processing epoch 78 / 182 ...
   Processing epoch 79 / 182 ...
   Processing epoch 80 / 182 ...
   Processing epoch 81 / 182 ...
   Processing epoch 82 / 182 ...
   Processing epoch 83 / 182 ...
   Processing epoch 84 / 182 ...
   Processing epoch 85 / 182 ...
   Processing epoch 86 / 182 ...
   Processing epoch 87 / 182 ...
   Processing epoch 88 / 182 ...
   Processing epoch 89 / 182 ...
   Processing epoch 90 / 182 ...
   Processing epoch 91 / 182 ...
   Processing epoch 92 / 182 ...
   Processing epoch 93 / 182 ...
   Processing epoch 94 / 182 ...
   Processing epoch 95 / 182 ...
   Processing epoch 96 / 182 ...
   Processing epoch 97 / 182 ...
   Processing epoch 98 / 182 ...
   Processing epoch 99 / 182 ...
   Processing epoch 100 / 182 ...
   Processing epoch 101 / 182 ...
   Processing epoch 102 / 182 ...
   Processing epoch 103 / 182 ...
   Processing epoch 104 / 182 ...
   Processing epoch 105 / 182 ...
   Processing epoch 106 / 182 ...
   Processing epoch 107 / 182 ...
   Processing epoch 108 / 182 ...
   Processing epoch 109 / 182 ...
   Processing epoch 110 / 182 ...
   Processing epoch 111 / 182 ...
   Processing epoch 112 / 182 ...
   Processing epoch 113 / 182 ...
   Processing epoch 114 / 182 ...
   Processing epoch 115 / 182 ...
   Processing epoch 116 / 182 ...
   Processing epoch 117 / 182 ...
   Processing epoch 118 / 182 ...
   Processing epoch 119 / 182 ...
   Processing epoch 120 / 182 ...
   Processing epoch 121 / 182 ...
   Processing epoch 122 / 182 ...
   Processing epoch 123 / 182 ...
   Processing epoch 124 / 182 ...
   Processing epoch 125 / 182 ...
   Processing epoch 126 / 182 ...
   Processing epoch 127 / 182 ...
   Processing epoch 128 / 182 ...
   Processing epoch 129 / 182 ...
   Processing epoch 130 / 182 ...
   Processing epoch 131 / 182 ...
   Processing epoch 132 / 182 ...
   Processing epoch 133 / 182 ...
   Processing epoch 134 / 182 ...
   Processing epoch 135 / 182 ...
   Processing epoch 136 / 182 ...
   Processing epoch 137 / 182 ...
   Processing epoch 138 / 182 ...
   Processing epoch 139 / 182 ...
   Processing epoch 140 / 182 ...
   Processing epoch 141 / 182 ...
   Processing epoch 142 / 182 ...
   Processing epoch 143 / 182 ...
   Processing epoch 144 / 182 ...
   Processing epoch 145 / 182 ...
   Processing epoch 146 / 182 ...
   Processing epoch 147 / 182 ...
   Processing epoch 148 / 182 ...
   Processing epoch 149 / 182 ...
   Processing epoch 150 / 182 ...
   Processing epoch 151 / 182 ...
   Processing epoch 152 / 182 ...
   Processing epoch 153 / 182 ...
   Processing epoch 154 / 182 ...
   Processing epoch 155 / 182 ...
   Processing epoch 156 / 182 ...
   Processing epoch 157 / 182 ...
   Processing epoch 158 / 182 ...
   Processing epoch 159 / 182 ...
   Processing epoch 160 / 182 ...
   Processing epoch 161 / 182 ...
   Processing epoch 162 / 182 ...
   Processing epoch 163 / 182 ...
   Processing epoch 164 / 182 ...
   Processing epoch 165 / 182 ...
   Processing epoch 166 / 182 ...
   Processing epoch 167 / 182 ...
   Processing epoch 168 / 182 ...
   Processing epoch 169 / 182 ...
   Processing epoch 170 / 182 ...
   Processing epoch 171 / 182 ...
   Processing epoch 172 / 182 ...
   Processing epoch 173 / 182 ...
   Processing epoch 174 / 182 ...
   Processing epoch 175 / 182 ...
   Processing epoch 176 / 182 ...
   Processing epoch 177 / 182 ...
   Processing epoch 178 / 182 ...
   Processing epoch 179 / 182 ...
   Processing epoch 180 / 182 ...
   Processing epoch 181 / 182 ...
   Processing epoch 182 / 182 ...
[Connectivity computation done]
Saved coherence summary to ./coherence_D0063_lpfc_stimulus_s_(-0.5, 0.0)_summary.csv
